Name,Year
Age of Dinosaurs ,2013
Age of Heroes ,2011
Age of Ice ,2014
"Age of Innocence, The ",1993
Age of Kill ,2015
"Age Of Stupid, The ",2009
Age of Summer ,2018
Age of Summerhood ,2013
Age Of The Dragons ,2011
Age of Tomorrow ,2014
Age of Treason ,1993
Agenda: Payback ,2018
Agent ,2017
Agent Cody Banks ,2003
Agent Cody Banks 2: Destination London ,2004
Agent Mr. Chan ,2018
Agent Ranjid rettet die Welt ,2012
Agent Vinod ,2012
Agent X44 ,2007
Agents of Secret Stuff ,2010
Agents Secrets ,2004
Aggar ,2007
Agneepath ,2012
Agneepath ,1990
Agnes of God ,1985
Agni Devi ,2019
Agnyaathavaasi ,2018
"Agony and the Ecstasy, The ",1965
Agora ,2009
Agoraphobia ,2015
Agouro ,2018
Ah-ga-ssi ,2016
Aha Naa Pellanta ,2011
Ahlat Agaci ,2018
Ai no mukidashi (Love Exposure) ,2008
Ai Weiwei: Never Sorry ,2012
Aimee & Jaguar ,1999
Ain't Them Bodies Saints ,2013
Air ,2015
Air America ,1990
Air Bud ,1997
Air Bud: Spikes Back ,2003
Air Force ,1943
Air Force One ,1987
"Air I Breathe, The ",2007
Air Rage ,2001
Air Raid Wardens ,1943
Air Strike ,2018
Air Terjun Pengantin ,2009
Airbag ,1997
Airborne ,1993
Aire libre ,2014
Airheads ,1994
Airlift ,2016
Airplane II: The Sequel ,1982
Airplane Mode ,2019
Airplane vs Volcano ,2014
Airplane! ,1980
Airport ,1970
Aisha ,2010
Aita (Father) ,2010
Aiyaary ,2018
Aiyyaa ,2012
Ajami ,2009
Ajeossi (This Man AKA The Man from Nowhere) ,2010
Ajin ,2017
Ajji ,2017
Ak-Nyeo ,2017
Akahige (Red Beard) ,1965
Akala's Odyssey ,2018
Akasia ,2003
Akasmikam ,2013
Akeelah And The Bee ,2006
Akele Hum Akele Tum (Me Alone You Alone) ,1995
Akibiyori ,1960
Akira ,1988
Akkadokaduntadu ,2019
Ako ,1965
Akron ,2015
Al Madrigal: Why Is the Rabbit Crying? ,2013
Al midan ,2013
Al otro lado ,2004
Al-too-bi: Riteon Too Beiseu (R2B: Return to Base AKA Soar Into the Sun ) ,2012
Alabama Moon ,2009
Aladdin ,1992
Aladdin ,2019
Aladdin and the Death Lamp ,2012
Aladdin And The King Of Thieves ,1995
Aladin ,2009
Alai Payuthey ,2000
Alamar ,2010
Alambrista! ,1977
Alan Partridge: Alpha Papa ,2013
Alanis ,2017
Alarm ,2008
Alatriste ,2006
Alba Regia ,1961
Albatross ,2011
Albert ,2016
Albert Nobbs ,2011
Albert Schweitzer ,2009
Albino Alligator ,1997
Albion: The Enchanted Stallion ,2016
Albuquerque ,1948
Alcan Highway ,2013
Alcatraz ,2018
Alcoholist ,2016
Aleksa Dundic ,1958
Aleksandra ,2007
Alena ,2015
Alex & Emma ,2003
Alex & Me ,2018
Alex & The List ,2018
Alex Cross ,2012
Alex of Venice ,2014
Alex Strangelove ,2018
Alexander ,2004
"Alexander and the Terrible, Horrible, No Good, Very Bad Day ",2014
Alexander IRL ,2017
Alexander the Great ,1956
Alexander's Ragtime Band ,1938
Alexis Zorbas ,1964
Alexis Zorbas (Zorba the Greek) ,1964
Alfie ,2004
Alfie ,1966
Algorithm ,2014
Ali ,2001
Ali and Nino ,2016
Ali Baba And The Forty Thieves ,1944
Ali G Indahouse ,2002
Ali Wong: Hard Knock Wife ,2018
"Ali Zaoua, prince de la rue ",2000
Ali's Wedding ,2017
Alias Jesse James ,1959
Alias Nick Beal ,1949
"Alibi, The (Lies and Alibis) ",2006
Alice ,1990
Alice Adams ,1935
Alice Doesn't Live Here Anymore ,1974
Alice In Den Stadten (Alice In The Cities) ,1974
Alice In Wonderland ,1951
Alice In Wonderland ,2010
Alice in Wonderland ,1999
Alice in Wonderland ,1933
Alice in Wonderland ,1985
Alice Through the Looking Glass ,2016
Alice's Adventures in Wonderland ,1910
Alien ,1979
Alien 3 ,1992
Alien Abduction ,2014
Alien Autopsy ,2006
Alien Code ,2018
Alien Crash at Roswell: The UFO Truth Lost in Time ,2013
Alien Dawn ,2012
Alien Domicile ,2017
Alien Domicile 2: Lot 24 ,2019
Alien Expedition ,2018
Alien from L.A. ,1988
Alien Hunter ,2003
Alien Invasion: S.U.M.1 ,2017
Alien Nation ,1988
Alien Nation: Body and Soul ,1995
Alien Nation: Dark Horizon ,1994
Alien Outpost (Outpost 37) ,2014
Alien Overlords ,2018
Alien Raiders ,2008
Alien Showdown: The Day the Old West Stood Still ,2013
Alien Siege ,2018
Alien Strain ,2014
Alien Trespass ,2009
Alien Uprising ,2012
Alien vs. Hunter ,2007
Alien vs. Ninja ,2010
Alien Warfare ,2019
Alien: Covenant ,2017
Alien: Resurrection (Alien 4) ,1997
Aliens ,1986
Aliens Ate My Homework ,2018
Aliens In The Attic ,2009
Aliens Of The Deep ,2005
Aliens on the Moon: The Truth Exposed ,2014
Aliens vs. Predator: Requiem ,2007
Aliens: Zone of Silence ,2017
Alita: Battle Angel ,2019
Alive ,1993
Alive Inside ,2014
All About Anna ,2005
All About E ,2015
All About Eve ,1950
All About Nina ,2018
All About Steve ,2009
All About the Benjamins ,2002
All About the Money ,2017
All American Bikini Car Wash ,2015
All American Christmas Carol ,2013
All American Horror: Gateways to Hell ,2013
All American Zombie Drugs ,2010
All At Once ,2016
All Cheerleaders Die ,2013
All Creatures Here Below ,2018
All Dogs Go to Heaven ,1989
All Dogs Go to Heaven 2 ,1996
All Eyez on Me ,2017
All Girls Weekend ,2016
All Good Things ,2010
All Hallows' Eve ,2013
All Hallows' Eve 2 ,2015
All I Can ,2011
All I Desire ,1953
All I Need ,2016
All I See Is You ,2017
All I Wanna Do ,1998
All I Want ,2017
All Inclusive ,2008
All Inclusive ,2014
All Is Bright ,2013
All Is by My Side ,2013
All Is Foreseen ,2017
All Is Lost ,2013
All Is True ,2018
All Is Well ,2015
All Light Will End ,2018
All Mine to Give ,1957
All Night Long ,1962
All Nighter ,2017
All of Me ,1984
All of My Heart ,2015
All of My Heart: Inn Love ,2017
All or Nothing ,2002
All Out Dysfunktion! ,2016
All Over Me ,1997
All Over The Guy ,2001
All Quiet On The Western Front ,1930
All Quiet on the Western Front ,1979
All Relative ,2014
All Roads Lead Home ,2008
All Roads Lead to Rome ,2015
All Saints ,2017
All Stars ,2013
All Styles ,2018
All Summers End ,2017
All That Heaven Allows ,1955
All That I Am ,2013
All That Jazz ,1979
All the Best: Fun Begins ,2009
All The Boys Love Mandy Lane ,2006
All the Creatures Were Stirring ,2018
All the Devil's Men ,2018
All the King's Men ,2006
All the Little Animals ,1998
All the Money in the World ,2017
All the President's Men ,1976
All the Pretty Horses ,2000
All the Real Girls ,2003
All the Reasons to Forget ,2018
All the Way ,2016
All the Wilderness ,2014
All the World's a Stooge ,1941
All These Small Moments ,2018
All Things Fall Apart ,2011
All Things Must Pass: The Rise and Fall of Tower Records ,2015
All Things to All Men ,2013
All Things Valentine ,2016
All This and Rabbit Stew ,1941
"All This, and Heaven Too ",1940
All Through the House ,2015
All Through The Night ,1942
All We Had ,2016
All Work All Play ,2015
All You Can Eat Buddha ,2017
All You Ever Wished For ,2019
All You Got ,2004
All-Round Appraiser Q: The Eyes of Mona Lisa ,2014
All-Star Superman ,2011
Alla alskar Alice ,2002
Allan Quatermain and the Lost City of Gold ,1986
Alle Anderen ,2009
Alle Anderen (Everyone Else) ,2009
Alle tijd (Always) ,2011
Allegheny Uprising ,1939
Allegiance ,2012
Allegiant ,2016
Allegro ,2005
Allegro non troppo ,1976
Alles Is Liefde (Love Is All) ,2007
Alleycats ,2016
"Allez, Eddy! ",2012
Allied ,2016
Allure ,2018
Almanya - Willkommen in Deutschland ,2011
Almighty Thor ,2011
Almost Adults ,2016
Almost Angels ,1962
Almost Christmas ,2016
Almost Famous ,2000
Almost Friends ,2016
Almost Heroes ,1998
Almost Human ,2013
Almost Married ,2014
Almost You ,1985
Aloft ,2014
Aloha ,2015
"Aloha, Bobby and Rose ",1975
"Aloha, Scooby-Doo ",2005
Alois Nebel ,2011
Alone ,2015
Alone ,2007
Alone (Faet) ,2007
Alone for Christmas ,2013
Alone in Berlin ,2016
Alone in the Dark ,2005
Alone in the Dark II ,2008
Alone in the Dead of Night ,2017
Alone in the Wilderness ,2004
Alone We Fight ,2018
Alone with Her ,2006
Alone Yet Not Alone ,2013
Along Came a Spider ,2001
Along Came Jones ,1945
Along Came Polly ,2004
Along Came the Devil ,2018
Along the Roadside ,2013
Along With the Gods: The Two Worlds ,2017
Aloys ,2016
Alp ,2016
Alpha ,2018
Alpha And Omega ,2010
Alpha and Omega 2: A Howl-iday Adventure ,2013
Alpha and Omega 3: The Great Wolf Games ,2014
Alpha and Omega 5: Family Vacation ,2015
Alpha and Omega: Journey to Bear Kingdom ,2017
Alpha And Omega: The Legend of the Saw Toothed Cave ,2014
Alpha Dog ,2006
Alpha Girls ,2013
Alpha House ,2014
Alpha Wolf ,2018
Alphabet ,2013
"Alphabet Killer, The ",2008
AlphaGo ,2017
Alphaville ,1965
Alraune ,1930
Already Dead ,2007
Already Tomorrow in Hong Kong ,2015
Altar ,2014
Altar Egos ,2017
Alter Egos ,2012
Altered Perception ,2017
Altered States ,1980
Alterscape ,2018
Alting bliver godt igen (Everything Will be Fine) ,2010
Altiplano (Fragments of Grace) ,2009
Altitude ,2010
Altman ,2014
Alvin And The Chipmunks ,2007
Alvin and the Chipmunks: Chip-Wrecked ,2011
Alvin and the Chipmunks: The Road Chip ,2015
Alvin And The Chipmunks: The Squeakquel ,2009
Always ,1989
Always Be My Maybe ,2019
Always Be with You ,2017
Always Shine ,2016
Always Watching: A Marble Hornets Story ,2015
Always Woodstock ,2014
Alyce ,2011
Amadeus ,1984
Amador ,2010
Amal ,2007
Amanda ,2018
Amanda and the Fox ,2018
Amanda Knox ,2016
Amanda Knox: Murder On Trial In Italy ,2011
Amantes ,1991
Amanti ,1968
"Amants criminels, Les (Criminal Lovers) ",1999
"Amants du Pont-Neuf, Les (The Lovers on the Bridge) ",1991
Amanut ,2004
Amar ,2017
Amar Akbar & Tony ,2015
Amar Akbar Anthony ,2015
Amara Kaaviyam ,2014
Amarcord ,1973
Amateur ,2018
Amateur Night ,2016
Amateurs ,2018
Amazing Grace ,2006
Amazing Racer ,2013
"Amazing Spider-Man, The ",2012
Amazon ,1997
Amazon Forever ,2004
Amazon Women on the Moon ,1987
Amazonia ,2013
Amazons and Gladiators ,2001
Ambarsariya ,2016
Amber Alert ,2012
Ambition's Debt ,2018
Ambush at Dark Canyon ,2012
Ambush at Tomahawk Gap ,1953
Ambush Bay ,1966
Ambushed ,1998
Ame agaru (After the Rain) ,1999
Ameera ,2014
Amelia ,2009
Amelia 2.0 ,2017
Amelie Rennt ,2017
Amen ,2013
Amen. ,2002
America ,2009
America 3000 ,1986
America America ,1963
America Brown ,2004
America's Most Haunted ,2013
America's Most Haunted ,2013
America's Sweethearts ,2001
"America, America ",1963
America: Imagine the World Without Her ,2014
American Addict ,2012
American Anarchist ,2016
American Animals ,2018
American Assassin ,2017
"American Astronaut, The ",2001
American Battleship ,2012
American Beauty ,1999
American Bomber ,2013
American Bred ,2016
American Conjuring ,2016
American Crude ,2008
American Dirtbags ,2015
American Dreams in China ,2013
American Dresser ,2018
American Exit ,2019
American Exorcism ,2017
American Exorcist ,2018
American Fable ,2016
American Gangster ,2007
American Gigolo ,1980
American Girl ,2002
American Graffiti ,1973
American Gun ,2002
American Hangman ,2018
American Heist ,2014
American Hero ,2015
American High School ,2009
American History X ,1998
American Honey ,2016
American Hustle ,2013
American Idiots ,2013
American Illuminati ,2017
"American in Paris, An ",1951
American Jail ,2018
American Jedi ,2017
American Justice ,2015
American Made ,2017
American Madness ,1932
American Mary ,2012
American Me ,1992
American Muscle ,2014
American Nightmares ,2018
American Ninja ,1985
American Ninja 2: The Confrontation ,1987
American Ninja 3: Blood Hunt ,1989
American Ninja 4 - The Annihilation ,1990
American Ninja 5 ,1993
American Nomads ,2011
American Outlaws ,2001
American Pastime ,2007
American Pastoral ,2016
American Pastrol ,2016
American Pie ,1999
American Pie 2 ,2001
American Pie 5: The Naked Mile ,2006
American Pie Presents Band Camp (American Pie 4: Band Camp) ,2005
American Pie Presents: Beta House ,2007
American Pie Presents: The Book of Love ,2009
American Psycho ,2000
American Psycho II: All American Girl ,2002
American Reunion ,2012
"American Rhapsody, An ",2001
American Romance ,2016
American Samurai ,1992
American Satan ,2017
American Sniper ,2014
American Soldiers ,2005
American Splendor ,2003
American Teen ,2008
American Terror Story ,2019
American Translation ,2011
American Ultra ,2015
American Violence ,2017
American Violet ,2008
American Virgin ,2009
American Wedding ,2003
American Winter ,2013
American Wrestler: The Wizard ,2016
American Zeitgeist ,2006
"American, The ",2010
American: The Bill Hicks Story ,2009
AmericanEast ,2007
"Americanization Of Emily, The ",1964
Americano ,2011
Americans in Bed ,2013
AmeriQua ,2013
Amici miei ,1975
Amigo Undead ,2015
Amina Persa ,1977
Amintiri din epoca de aur (Tales from the Golden Age) ,2009
Amira & Sam ,2014
Amish Grace ,2010
Amish: A Secret Life ,2012
Amistad ,1997
Amityville 2: The Possession ,1982
Amityville 3-D ,1983
Amityville 4: The Evil Escapes ,1989
Amityville 7 : The New Generation ,1993
"Amityville Curse, The ",1990
Amityville Exorcism ,2017
"Amityville Horror, The ",1979
"Amityville Horror, The ",2005
Amityville Terror ,2016
Amityville: The Awakening ,2017
Amma Nanna O Tamila Ammayi ,2003
Amnesia ,2015
Amnesiac ,2015
Among Friends ,2012
Among Ravens ,2014
Among the Shadows ,2019
Among Us ,2017
Amores Possiveis (Possible Loves) ,2001
Amores Urbanos ,2016
Amorosa ,1986
Amorosa ,2012
Amors Baller ,2011
Amour ,2012
Amour & turbulences ,2013
Amour fou ,2014
Amphetamine ,2010
"Amputee, The ",1974
Amreeka ,2009
Amrutha Varshini ,1997
Amsal ,2015
Amsterdamned ,1988
Amundsen ,2019
Amusement ,2008
Amy ,2015
Amy & Isabelle ,2001
Amy Schumer Growing ,2019
Amy Schumer: Live at the Apollo ,2015
Amy Schumer: The Leather Special ,2017
An ,2015
An Accidental Zombie (Named Ted) ,2017
An Act of Murder ,1948
An Act of War ,2015
An Actor Prepares ,2018
An Adventure in Space and Time ,2013
An Affair to Die For ,2019
An Affair to Remember ,1957
An American Affair ,2009
An American Carol (Big Fat Important Movie) ,2008
An American Crime ,2007
An American Haunting ,2005
An American in Texas ,2017
An American Tail ,1986
An American Tail: Fievel Goes West ,1991
An American Tragedy ,1931
An American Werewolf In London ,1981
An Amish Murder ,2013
An Early Frost ,1985
An Education ,2009
An Elephant Sitting Still ,2018
An Elephant's Journey ,2017
An Encounter with the Messiah ,2015
An Enemy of the People ,1978
An Evening with Beverly Luff Linn ,2018
An Honest Liar ,2014
An Inconvenient Sequel: Truth to Power ,2017
An Inconvenient Truth ,2006
An Inn at Osaka ,1954
An Inspector Calls ,1954
An Interview with God ,2018
An Invisible Sign ,2010
An Officer and a Gentleman ,1982
An Old Fashioned Thanksgiving ,2008
An Ordinary Man ,2017
An Oversimplification of Her Beauty ,2012
An Uncommon Grace ,2017
An Unexpected Love ,2018
An Unmarried Woman ,1978
An... (What If...) ,2012
Ana Arabia ,2013
"Ana, My Love ",2017
Ana-ta-han ,1953
Anaarkali of Aarah ,2017
Anachnu Lo Levad (We are not alone) ,2011
Anaconda ,1997
Anaconda 4: Trail Of Blood ,2009
Anaconda III ,2008
Anacondas: The Hunt for the Blood Orchid ,2004
Anadolu Kartallari (Anatolian Eagles) ,2011
Anaganaga O Dheerudu ,2011
Analyze That ,2002
Analyze This ,1999
Anamika ,2008
Anamorph ,2007
Anand ,1971
Anand ,2004
Anarchy Parlor ,2015
Anarkali ,2015
Anastasia ,1997
Anastasia ,1956
Anatomy of a Love Seen ,2014
Anatomy of a Murder ,1959
Anbe Sivam ,2003
Anchiporuno ,2016
Anchor and Hope ,2017
Anchorman 2: The Legend Continues ,2013
Anchorman: The Legend of Ron Burgundy ,2004
Anchors Aweigh ,1945
And God Created Woman ,1956
And Now a Word from Our Sponsor ,2012
And Now for Something Completely Different ,1971
And So It Goes ,2014
And Soon the Darkness ,2010
And Starring Pancho Villa As Himself ,2003
And the Same to You ,1960
And Then Came Love ,2007
And Then I Go ,2017
And Then There Were None ,1945
And There Were 4 ,2017
And When Did You Last See Your Father? ,2007
And While We Were Here ,2012
Andartu terlampau... 21 hari mencari suami ,2010
Andarushia: Megami no houfuku (Andalusia: Revenge of the Goddess) ,2011
Andaz Apna Apna ,1994
Andersonville ,1996
Andhadhun ,2018
Andover ,2018
Andre the Giant ,2018
Andrei Rublev ,1966
Andrey Rublyov ,1969
Androcles and the Lion ,1952
Android Cop ,2014
"Andromeda Strain, The ",1971
Andron ,2015
Andron - The Black Labyrinth ,2015
Anegan ,2015
Anesthesia ,2015
Anfea: The Answer ,2011
Angadi Theru ,2010
Angel ,2007
Angel ,1937
Angel ,1982
Angel ,2011
Angel ,2005
Angel and the Badman ,1947
Angel Blade ,2002
Angel Eyes ,2001
Angel Face ,1952
Angel Heart ,1987
Angel in Exile ,1948
Angel John ,2009
Angel Of Death ,2009
Angel-A ,2005
Angela's Ashes ,1999
Angelique et le roy ,1966
"Angelo Per Satana, Un (An Angel for Satan) ",1966
Angels and Demons ,2009
Angels Crest ,2011
Angels Fall ,2007
Angels in Stardust ,2014
Angels in the Outfield ,1951
Angels on Tap ,2018
Angels One Five ,1952
Angels Over Broadway ,1940
Angels Sing ,2013
Angels Wear White ,2017
Angels With Dirty Faces ,1938
Anger Management ,2003
"Anges Exterminateurs, Les ",2006
Angie ,1994
Angry Angel ,2017
"Angry Red Planet, The ",1959
Angst ,1983
Angst (Fear) ,1983
Anguish ,2015
Angus ,1995
Angus Thongs And Perfect Snogging ,2008
Angustia ,1987
Anhey gorhey da daan ,2011
Aniara ,2019
Anima ,2019
Animal ,2014
Animal Crackers ,1930
Animal Factory ,2000
Animal Farm ,1954
Animal Kingdom ,2010
Animal Town ,2011
Animal World ,2018
Animals ,2014
Animals United ,2010
Animals with the Tollkeeper ,1998
Animalympics ,1980
Animas ,2018
Animus ,2013
Anita B. ,2014
Anjaam ,1994
Anjaan ,2014
Anjaana Anjaani ,2010
Anjali CBI ,2019
Anjaniputra ,2017
Anjelah Johnson: Not Fancy ,2015
Anka kusu ,2007
Ankhon Dekhi ,2013
Ankokugai no bijo (Underworld Beauty) ,1958
Ankur ,1974
Anna ,1967
Anna (Mindscape) ,2013
Anna And Anna ,2007
Anna and Elizabeth ,1933
Anna and the Apocalypse ,2017
Anna and the King ,1999
Anna and the King of Siam ,1946
Anna Christie ,1930
Anna Karenina ,2012
Anna Karenina ,1997
Anna Karenina ,1935
Anna Karenina ,1948
Anna Karenina ,1967
Anna Karenina ,1961
Anna Nicole ,2013
"Anna, quel particolare piacere (Anna: the Pleasure, the Torment) ",1973
Annabel Lee ,2003
Annabelle ,2014
Annabelle's Wish ,1997
Annabelle: Creation ,2017
Annanukku Jey ,2018
Annapolis ,2006
Annayum Rasoolum ,2012
Anne ,2018
Anne Frank Remembered ,1995
Anne Frank: The Whole Story ,2001
Anne of Green Gables ,1985
Anne of Green Gables: The Continuing Story ,2000
Anne of the Indies ,1951
Anne of the Thousand Days ,1969
Anne Trister ,1986
Annemin Yarasi ,2016
Anni felici ,2013
Annie ,2014
Annie ,1999
Annie Get Your Gun ,1950
Annie Hall ,1977
Annie Oakley ,1935
Annie's Point ,2005
Annihilation ,2018
"Ano Sin Amor, Un (A Year Without Love) ",2005
Anohana: The Flower We Saw That Day ,2015
Anomalisa ,2015
Anomaly ,2016
Anon ,2018
Anonyma - Eine Frau in Berlin (A Woman in Berlin AKA The Downfall) ,2008
Anonymous ,2011
Anonymous 616 ,2018
Anonymous Zombie ,2018
Another ,2014
Another 48 Hrs. ,1990
Another Cinderella Story ,2008
Another Country ,1984
Another Day in Paradise ,1998
Another Earth ,2011
Another Forever ,2016
Another Gay Movie ,2006
Another Gay Sequel: Gays Gone Wild! ,2008
Another Happy Day ,2011
Another Kind of Wedding ,2017
Another Man's Poison ,1951
Another Me ,2013
Another Perfect Stranger ,2007
Another Silence ,2011
Another Son of Sam ,1977
Another Soul ,2018
Another Stakeout ,1993
Another Tango ,2018
Another Thin Man ,1939
Another Time ,2018
"Another Time, Another Place ",1958
Another WolfCop ,2017
Another Woman ,1988
Another Year ,2010
Answers to Nothing ,2011
"Ant Bully, The ",2006
Ant-Man ,2015
Ant-Man and the Wasp ,2018
Antapal ,2012
Antarctica ,2008
Antarctica ,1991
Antarctica: A Year on Ice ,2013
Antares ,2004
Antboy ,2013
Antboy 3 ,2016
Anthem of a Teenage Prophet ,2018
Anthony Jeselnik: Fire in the Maternity Ward ,2019
Anthony Jeselnik: Thoughts and Prayers ,2015
Anthropocene: The Human Epoch ,2018
Anthropoid ,2016
Anti Matter ,2016
Anti-Social ,2015
Antibirth ,2016
Antichrist ,2009
Antidote ,2018
Antihuman ,2017
Antikiller 2: Antiterror ,2003
Antique ,2008
Antiquities ,2019
Antisocial ,2013
AntiTrust ,2001
Antiviral ,2012
Anton Chekhov's The Duel ,2010
Antonia's Line ,1995
Antwone Fisher ,2002
Antz ,1998
Anuraga Karikkin Vellam ,2016
Anushka ,1942
Anuvahood ,2011
Anwar ,2007
Anwar ,2010
Any Body Can Dance 2 ,2015
Any Bullet Will Do ,2018
Any Day ,2015
Any Day Now ,2012
Any Given Sunday ,1999
Any Questions for Ben? ,2012
Any Which Way You Can ,1980
Anything ,2017
Anything Else ,2003
Anything for Love ,2016
Anything Goes ,1956
Anything Is Possible ,2013
Anywhere But Here ,1999
Ao Lua Ha Dong (The White Silk Dress) ,2006
Apache ,1954
Apaharan ,2005
Apan (The Ape) ,2009
Aparajito ,1956
Apartment 1303 ,2007
Apartment 1303 3D ,2012
Apartment 212 ,2017
Apartment 41 ,2015
Apartment 4E ,2012
Apartment Troubles ,2014
"Apartment, The ",1960
Ape Genius ,2008
Apele tac ,2011
Apflickorna (She Monkeys) ,2011
Apocalypse Now ,1979
Apocalypse Pompeii ,2014
Apocalypse Rising ,2018
Apocalypto ,2006
Apollo 11 ,2019
Apollo 13 ,1995
Apollo 18 ,2011
Aponi ,2016
Apostasy ,2017
Apostle ,2018
Apostle Peter and the Last Supper ,2012
App ,2013
Appa ,2016
Appaloosa ,2008
"Appaloosa, The ",1966
